starId	movieId
nm9429025	DLy1
nm9426044	DLy2
nm9425937	DLy2
nm9425345	DLy2
nm9423401	DLy2
nm9426196	DLy2
nm9425868	DLy2
nm9424917	DLy2
nm9423244	DLy5
nm9425040	DLy5
nm9427994	DLy5
nm9424762	DLy5
nm9429048	DLy5
nm9426958	DLy5
nm9429496	DLy5
nm9428981	DLy5
nm9426196	DLy5
nm9429030	DLy5
nm9426900	DLy8
nm9424654	DLy8
nm9425940	DLy8
nm9429048	DLy8
nm9426568	DLy8
nm9424762	DLy8
nm9426900	DLy10
nm9427561	DLy10
nm9429151	DLy10
nm9424151	DLy10
nm9426603	DLy10
nm9427785	DLy10
nm9423759	DLy10
nm9424473	DLy12
nm9424654	DLy12
nm9426507	DLy12
nm9428956	DLy12
nm9425334	DLy18
nm9424989	DLy21
nm9428919	DLy21
nm9423916	DLZ10
nm9423451	DM100
nm9427160	DM100
nm9424341	DM100
nm9425119	DM101
nm9427563	DM101
nm9429440	DM200
nm9427124	DM200
nm9424057	DM200
nm9427203	DM230
nm9427680	DM230
nm9423191	DMa10
nm9426924	DMa13
nm9428655	DMa20
nm9425307	DMa20
nm9427039	DMa20
nm9425756	DMa21
nm9426569	DMc1
nm9424127	DMc1
nm9425956	DMc1
nm9428798	DMc1
nm9428247	DMD35
nm9426919	DMD35
nm9425241	DMD35
nm9424401	DMD35
nm9424454	DMD35
nm9426979	DMD40
nm9424898	DMD40
nm9429097	DMD40
nm9428530	DMD40
nm9423702	DMD40
nm9429130	DMD40
nm9428895	DMD40
nm9429315	DMD40
nm9426237	DMD40
nm9423350	DMD40
nm9426741	DMD40
nm9429141	DMD50
nm9425437	DMD50
nm9423282	DMD50
nm9426656	DMD50
nm9427479	DMD50
nm9423173	DME10
nm9426627	DME10
nm9426201	DME10
nm9427573	DME13
nm9426590	DMH10
nm9426074	DMH10
nm9427050	DMi15
nm9427049	DMi15
nm9427069	DMi15
nm9423682	DMi15
nm9427377	DMi15
nm9427048	DMi15
nm9429450	DMi15
nm9423912	DMi15
nm9424332	DMi15
nm9423184	DMi25
nm9425477	DMi25
nm9424266	DMi25
nm9427422	DMi25
nm9423679	DMi25
nm9427641	DMi25
nm9428326	DMi25
nm9423364	DMi25
nm9426119	DMi25
nm9424403	DMi27
nm9428681	DMi27
nm9428191	DMi27
nm9427899	DMi27
nm9424287	DMi27
nm9426772	DMi27
nm9423821	DMi27
nm9427650	DMi28
nm9425306	DMi28
nm9428274	DMi28
nm9428072	DMi28
nm9424570	DMi30
nm9427155	DMi30
nm9425301	DMi30
nm9425709	DMi30
nm9426835	DMi30
nm9427020	DMi30
nm9429740	DMi30
nm9427886	DMi30
nm9423366	DMi30
nm9425777	DMi32
nm9425301	DMi32
nm9427298	DMi32
nm9425520	DMi32
nm9424772	DMi32
nm9425265	DMi32
nm9424755	DMi35
nm9428484	DMi35
nm9426255	DMi35
nm9427086	DMi35
nm9428176	DMi35
nm9426347	DMi35
nm9427718	DMi35
nm9428534	DMi45
nm9426532	DMi45
nm9425310	DMi45
nm9425485	DMi45
nm9427402	DmM10
nm9425532	DmM10
nm9425652	DmM10
nm9428408	DMu10
nm9429279	DnR10
nm9428397	DoC10
nm9428840	DoC10
nm9429293	DoC10
nm9423196	DoC10
nm9427332	DoC10
nm9426800	DoC10
nm9425642	DoC10
nm9428603	DoH10
nm9429049	DoH10
nm9427133	DoH10
nm9427641	DoH10
nm9426642	DoS8
nm9428352	DoS8
nm9424737	DoS8
nm9425489	DoS8
nm9426642	DoS9
nm9426492	DoS9
nm9429762	DoS9
nm9428574	DoS12
nm9428266	DoS12
nm9425823	DoS12
nm9425669	DoS12
nm9428079	DoS16
nm9427328	DoS16
nm9428061	DoS16
nm9428009	DoS16
nm9429658	DoS16
nm9426301	DoS16
nm9425087	DoW50
nm9429057	DoW51
nm9427273	DoW51
nm9424878	DoW51
nm9424378	DoW80
nm9429340	DoW80
nm9424084	DoW80
nm9425979	DoW81
nm9426165	DoW81
nm9427531	DoW81
nm9428323	DoW81
nm9429626	DoW82
nm9428854	DoW82
nm9425934	DoW95
nm9423397	DoW95
nm9427101	DoW95
nm9429293	DoW95
nm9424609	DoW95
nm9423364	DoW95
nm9429782	DoW95
nm9428559	DoW95
nm9426416	DoW97
nm9426534	DoW97
nm9426289	DoW97
nm9426530	DoW97
nm9426676	DoW97
nm9428338	DoW97
nm9423341	DoW97
nm9425573	DoW120
nm9424590	DoW120
nm9427405	DoW130
nm9429155	DpM10
nm9424420	DpM10
nm9425109	DpM10
nm9425491	DpM10
nm9423356	DpM13
nm9425806	DPo2
nm9425254	DPo4
nm9425254	DPo7
nm9424555	DPo7
nm9429114	DPo7
nm9428968	DPo7
nm9424070	DPo7
nm9426944	DPo7
nm9429670	DPo7
nm9428967	DPo7
nm9424203	DPo7
nm9425806	DPo7
nm9424119	DPo7
nm9428538	DPo7
nm9427425	DPo7
nm9425213	DPo7
nm9427187	DPo7
nm9423740	DPo7
nm9424327	DPo7
nm9428473	DPo7
nm9425075	DPo15
nm9423454	DPs10
nm9427739	DPs10
nm9424840	DPs10
nm9429621	DPs13
nm9428723	DPs13
nm9428427	DPs13
nm9428047	DPt2
nm9427209	DPt2
nm9424596	DPt2
nm9424596	DPt2
nm9428580	DPt2
nm9424707	DPt2
nm9425443	DPt2
nm9426143	DPt6
nm9425726	DPt6
nm9426606	DPt6
nm9429136	DPt6
nm9428063	DPt6
nm9423662	DPt6
nm9424903	DPt6
nm9425126	DPt6
nm9426636	DPt6
nm9425840	DPt16
nm9423156	DPt16
nm9425840	DPt17
nm9423156	DPt17
nm9424768	DPt19
nm9424839	DPt19
nm9426211	DPt19
nm9423156	DPt19
nm9423536	DPt19
nm9429799	DPt19
nm9425840	DPt19
nm9427622	DPt21
nm9425524	DPt21
nm9423305	DPt21
nm9429510	DPt21
nm9428436	DPt23
nm9426550	DPt23
nm9425478	DPt23
nm9424340	DPt23
nm9425614	DPt23
nm9428392	DPt30
nm9425039	DPt30
nm9424903	DPt33
nm9426678	DPt35
nm9427086	DPt35
nm9427251	DPt35
nm9427167	DPt36
nm9428026	DPt36
nm9429510	DPt36
nm9426678	DPt37
nm9427086	DPt37
nm9426678	DPt39
nm9427086	DPt41
nm9428531	DPt41
nm9426290	DPt41
nm9423890	DPt42
nm9423955	DPt42
nm9423581	DPt42
nm9428731	DPt42
nm9426003	DPt42
nm9427362	DRi10
nm9428188	DRi10
nm9426081	DRi10
nm9427297	DRi10
nm9429906	DRi10
nm9427111	DRi10
nm9428943	DRi10
nm9425583	DRi14
nm9424632	DRi14
nm9425866	DRi14
nm9429496	DRi14
nm9425919	DRi14
nm9423763	DRi14
nm9428754	DRi20
nm9424511	DRi20
nm9427593	DRi20
nm9425801	DRi20
nm9427298	DrH10
nm9424951	DrH10
nm9427124	DrH10
nm9424057	DrH10
nm9424734	DrH10
nm9426827	DRo10
nm9429038	DRu15
nm9423150	DRu15
nm9429285	DRu15
nm9427414	DRu15
nm9428687	DRu15
nm9426690	DRu15
nm9428228	DS5
nm9426732	DS5
nm9424402	DS5
nm9427065	DS5
nm9429006	DS5
nm9425499	DS6
nm9426812	DS6
nm9426813	DS6
nm9426090	DS6
nm9424095	DS6
nm9428774	DS6
nm9427362	DS8
nm9425503	DS8
nm9423550	DS8
nm9426444	DS8
nm9428141	DS8
nm9426859	DS9
nm9424232	DS9
nm9426115	DS9
nm9424795	DS9
nm9427129	DS13
nm9429865	DS13
nm9425294	DS13
nm9424733	DS13
nm9426191	DS13
nm9425407	DS13
nm9428228	DS23
nm9427047	DS23
nm9424081	DS23
nm9425563	DS23
nm9424685	DS23
nm9429702	DS28
nm9425950	DS28
nm9428609	DS28
nm9425294	DS28
nm9428877	DS28
nm9424854	DS30
nm9427836	DS30
nm9425720	DS30
nm9424854	DS32
nm9425551	DS32
nm9428588	DS32
nm9429457	DS32
nm9427361	DS32
nm9427086	DS33
nm9423379	DS33
nm9424994	DS33
nm9428412	DS33
nm9429457	DS33
nm9427680	DS33
nm9425022	DS33
nm9429609	DS35
nm9429028	DS35
nm9423826	DS36
nm9428282	DS36
nm9424490	DS36
nm9426932	DS36
nm9427680	DS36
nm9424854	DS37
nm9427166	DS37
nm9428301	DS38
nm9427650	DS38
nm9429658	DS38
nm9426932	DS38
nm9423093	DS38
nm9427285	DS40
nm9429510	DS40
nm9429293	DS40
nm9424896	DS40
nm9427615	DS49
nm9425357	DS49
nm9424854	DS50
nm9427584	DS50
nm9424971	DSc10
nm9428595	DSc10
nm9424882	DSc10
nm9429003	DSc10
nm9426378	DSh10
nm9428067	DSh10
nm9424050	DSh10
nm9426864	DSk32
nm9423287	DSk32
nm9429723	DSk32
nm9429288	DSk32
nm9429712	DSk38
nm9426005	DSk44
nm9424116	DSk48
nm9427848	DSk48
nm9427468	DSk48
nm9425190	DSk48
nm9428675	DSk48
nm9429855	DSk49
nm9426005	DSk49
nm9427422	DSk49
nm9428504	DSk49
nm9426480	DSk49
nm9427853	DSk49
nm9424095	DSk49
nm9423564	DSk50
nm9427956	DSk50
nm9424529	DSk50
nm9426005	DSk51
nm9428938	DSk54
nm9423360	DSk54
nm9426005	DSk54
nm9426953	DSk54
nm9426306	DSk54
nm9429734	DSk54
nm9426005	DSk58
nm9423785	DSk62
nm9423184	DSk62
nm9428462	DSk62
nm9425301	DSk66
nm9428128	DSk66
nm9429862	DSk66
nm9426935	DSk66
nm9428938	DSk67
nm9426953	DSk67
nm9424062	DSk67
nm9426005	DSk67
nm9427284	DSk67
nm9424719	DSk67
nm9429360	DSk69
nm9427410	DSk69
nm9424597	DSk69
nm9425301	DSk69
nm9427741	DSk69
nm9423151	DSk69
nm9427327	DSm10
nm9429855	DSm10
nm9424884	DSm10
nm9426946	DSm10
nm9427760	DSm10
nm9427244	DSm10
nm9424415	DSm10
nm9427422	DSm10
nm9424342	DSm10
nm9428301	DSt10
nm9424502	DSt10
nm9425022	DSt10
nm9424735	DSt10
nm9423299	DSt10
nm9426060	DSt10
nm9427410	DSt10
nm9427666	DSW1
nm9429785	DSW1
nm9428956	DSW18
nm9424653	DSW18
nm9426924	DSW18
nm9429209	DTa100
nm9427164	DTa102
nm9424903	DTa104
nm9425887	DTa104
nm9425295	DTa105
nm9427230	DTa105
nm9427261	DTa106
nm9426035	DTa150
nm9424872	DTa150
nm9427047	DTa210
nm9427047	DTa210
nm9428248	DTa210
nm9424442	DTa210
nm9423299	DTa210
nm9426685	DTa210
nm9426532	DTa211
nm9429874	DTa211
nm9424537	DTa211
nm9425908	DTa212
nm9425468	DTa212
nm9423353	DTa212
nm9424755	DTa215
nm9428754	DTa215
nm9424984	DTa215
nm9424836	DTa215
nm9428144	DTa220
nm9425345	DTa220
nm9428144	DTa221
nm9425345	DTa221
nm9428144	DTa222
nm9425345	DTa222
nm9424653	DTr3
nm9428068	DTr3
nm9428345	DTr3
nm9429480	DTr3
nm9429821	DTr10
nm9429519	DTr10
nm9425100	DTr10
nm9428402	DTr10
nm9428753	DTw10
nm9428815	DTw10
nm9425787	DuC10
nm9426597	DuC10
nm9426851	DuC10
nm9424935	DuC10
nm9424628	DuC10
nm9427637	DuC10
nm9427869	DuC10
nm9428241	DuC10
nm9429342	DuC10
nm9423248	DuM5
nm9426218	DuM5
nm9427800	DuM5
nm9428610	DuM8
nm9428390	DuM10
nm9428610	DuM10
nm9426360	DuM10
nm9423181	DuN2
nm9427070	DuN2
nm9428520	DuN2
nm9428238	DuN2
nm9424755	DuN2
nm9427918	DuN2
nm9425883	DuW10
nm9425895	DuW10
nm9427991	DuW10
nm9427534	DuW10
nm9426828	DuW10
nm9425002	DvF10
nm9423403	DvF10
nm9425349	DvH10
nm9424634	DvJ1
nm9425689	DvJ1
nm9423381	DvJ1
nm9426900	DvJ6
nm9425937	DvJ6
nm9428379	DvR10
nm9429570	DvR10
nm9426603	DvR10
nm9427880	DvR10
nm9429085	DvR10
nm9429209	DVs1
nm9425797	DVs1
nm9427327	DvS3
nm9427327	DvS3
nm9427740	DvS3
nm9426303	DvS3
nm9428495	DvS3
nm9427257	DvS3
nm9424057	DvS3
nm9423433	DvS3
nm9427607	DvS3
nm9427150	DvS3
nm9426486	DvS3
nm9427478	DvS10
nm9429394	DvS10
nm9426651	DvS10
nm9427083	DvS10
nm9427517	DvW10
nm9426622	DvW10
nm9428932	DvW10
nm9427597	DWa10
nm9426232	DWa10
nm9426498	DWa10
nm9428075	DWG8
nm9423293	DWG11
nm9426614	DWG11
nm9428007	DWG15
nm9427011	DWG49
nm9425373	DWG49
nm9429549	DWG49
nm9429126	DWG50
nm9429549	DWG50
nm9427011	DWG50
nm9425373	DWG50
nm9425373	DWG51
nm9427011	DWG51
nm9425373	DWG52
nm9427011	DWG52
nm9426820	DWG52
nm9429771	DWG52
nm9427851	DWG52
nm9429146	DWG52
nm9426725	DWG52
nm9427824	DWG52
nm9427025	DWG52
nm9424333	DWG52
nm9425373	DWG55
nm9425373	DWG57
nm9424415	DWG57
nm9423463	DWG57
nm9425966	DWG57
nm9425373	DWG58
nm9425700	DWG58
nm9425373	DWG64
nm9423463	DWG64
nm9428771	DWG64
nm9425603	DWG64
nm9428751	DWG64
nm9428628	DWG67
nm9423683	DWG67
nm9428127	DWG67
nm9425603	DWG67
nm9429810	DWG67
nm9425639	DWG71
nm9424630	DWG71
nm9423459	DWG71
nm9424630	DWG72
nm9425639	DWG72
nm9428007	DWG75
nm9425244	DWG75
nm9427257	DWG80
nm9425643	DWG80
nm9426305	DWG80
nm9428379	DWG80
nm9423804	DWi10
nm9424942	DWi10
nm9428172	DWi10
nm9424339	DWi10
nm9427379	DWi10
nm9423572	DWr10
nm9426176	DWr10
nm9424673	DWr10
nm9428847	DWr10
nm9429568	DWr10
nm9428792	DZo10
nm9427008	DZo10
nm9427641	DZu12
nm9426347	DZu12
nm9428829	DZu12
nm9428100	DZu12
nm9425452	DZu12
nm9429915	DZu12
nm9425247	DZu12
nm9429636	DZu12
nm9429899	DZu12
nm9424802	DZu12
nm9426201	DZu12
nm9426125	EAD10
nm9424648	EAD10
nm9426597	EaK8
nm9426846	EaK8
nm9423267	EaK8
nm9426063	EaK8
nm9427697	EaK10
nm9426783	EaK10
nm9423650	EaK10
nm9426962	EaK10
nm9429664	EaK10
nm9426325	EaK30
nm9424259	EaK30
nm9425604	EaK30
nm9423082	EaK50
nm9424372	EaK50
nm9425272	EaK50
nm9426444	EaK50
nm9428060	EaK50
nm9424382	EaK50
nm9423550	EaK50
nm9429701	EaK50
nm9425415	EaK50
nm9423082	EaK51
nm9424372	EaK51
nm9427845	EaK51
nm9423872	EaK51
nm9424622	EaK51
nm9424934	EaK51
nm9429012	EaK60
nm9424121	EaK60
nm9424048	EaK60
nm9427733	EaK60
nm9423108	EaK60
nm9425406	EAr10
nm9426302	EAr10
nm9428880	EAr10
nm9429701	EAr10
nm9427285	EAr12
nm9428344	EAr12
nm9424861	EAr12
nm9427709	EBe5
nm9428535	EBe5
nm9429145	EBe5
nm9423683	EBe5
nm9424552	EBe7
nm9429384	EBe7
nm9425615	EBe10
nm9429085	EBe10
nm9429520	EBe10
nm9425424	EBe10
nm9427846	EBe32
nm9423360	EBi10
nm9425276	EBi10
nm9428959	EBi10
nm9424899	EBi10
nm9423267	EBS30
nm9429841	EBS30
nm9423827	EBS30
nm9428081	EBS30
nm9423519	EBS30
nm9423276	EBS50
nm9429841	EBS50
nm9423945	EBS50
nm9428264	EBS50
nm9426178	EBS50
nm9425097	EBS50
nm9423276	EBS90
nm9427419	EBS90
nm9426167	EBS90
nm9427179	EBS90
nm9424682	EBu8
nm9426936	EBu8
nm9425357	EBu8
nm9425573	EBy10
nm9424590	EBy10
nm9425368	EBy10
nm9429201	EBy10
nm9424048	EBy10
nm9424442	EBy20
nm9427347	EBy20
nm9425284	EBy20
nm9423642	EBy20
nm9425841	EBy20
nm9427331	EBy20
nm9427155	EBy20
nm9423728	EBy22
nm9423313	EBy22
nm9423777	EBy22
nm9427664	EBy22
nm9427298	EBy22
nm9427326	EBy22
nm9424949	EBy22
nm9425663	EBy22
nm9424343	EBy22
nm9427049	EBz30
nm9427048	EBz30
nm9427050	EBz30
nm9424810	EBz30
nm9428318	EBz30
nm9423382	EBz30
nm9423262	EBz30
nm9427940	EBz30
nm9425017	EBz30
nm9427049	EBz35
nm9427048	EBz35
nm9427050	EBz35
nm9424056	EBz35
nm9426702	EBz35
nm9426403	EBz35
nm9428996	EBz46
nm9428244	EBz46
nm9429789	EBz46
nm9429733	EBz60
nm9427381	EBz60
nm9427111	EBz60
nm9425282	EBz60
nm9428846	EBz60
nm9429862	EBz60
nm9429257	ECa64
nm9427408	ECa64
nm9424329	ECa65
nm9424286	ECa65
nm9426174	ECa65
nm9429104	ECa65
nm9428489	ECh10
nm9424113	ECl10
nm9424228	ECl10
nm9427229	ECl10
nm9428163	ECl10
nm9426289	ECn166
nm9425063	ECn167
nm9429112	ECn167
nm9427257	ECn167
nm9427859	ECn167
nm9425981	ECn167
nm9425063	ECn168
nm9429657	ECn168
nm9423963	ECn168
nm9425117	ECn168
nm9424724	ECn168
nm9425637	ECn168
nm9427228	ECn168
nm9427757	ECn177
nm9426169	ECn177
nm9427733	ECn177
nm9424121	ECn177
nm9425981	ECn177
nm9428205	ECn177
nm9423871	ECn177
nm9425349	ECn177
nm9427859	ECn177
nm9424307	ECn177
nm9423470	ECn177
nm9425562	EdC10
nm9429557	EdC10
nm9424181	EdC10
nm9428061	EdC10
nm9424101	EdC10
nm9423093	EdC10
nm9425742	EDi12
nm9423924	EDi12
nm9428070	EDi14
nm9423813	EdK10
nm9423813	EdK15
nm9428433	EDm18
nm9428534	EDm18
nm9426050	EDm18
nm9424263	EDm18
nm9426034	EDm18
nm9424529	EDm18
nm9429062	EDm20
nm9423242	EDm20
nm9424048	EDm20
nm9424353	EDm20
nm9428073	EDm22
nm9429325	EDm22
nm9428787	EDm22
nm9427111	EDm22
nm9426480	EDm22
nm9425972	EDm22
nm9426957	EDm22
nm9428073	EDm24
nm9427176	EDm25
nm9426929	EDm25
nm9427362	EDm25
nm9429352	EDm25
nm9425272	EDm25
nm9423554	EDm25
nm9429887	EDm26
nm9428534	EDm26
nm9427362	EDm26
nm9425460	EDm26
nm9423554	EDm26
nm9426700	EDm26
nm9426325	EDm26
nm9423820	EDm26
nm9423693	EDm34
nm9426910	EDm34
nm9425040	EDm34
nm9426183	EDm34
nm9427047	EDm34
nm9427019	EDm34
nm9429307	EDm35
nm9429702	EDm35
nm9429509	EDm35
nm9427968	EDm35
nm9426234	EDm35
nm9427706	EDm35
nm9425190	EDm35
nm9425244	EDm37
nm9425777	EDm37
nm9428288	EDm37
nm9423693	EDm38
nm9429260	EDm38
nm9424229	EDm38
nm9427019	EDm38
nm9429307	EDm39
nm9429509	EDm39
nm9429325	EDm39
nm9424622	EDm39
nm9427019	EDm39
nm9423779	EDm41
nm9427029	EDm41
nm9423808	EDm43
nm9426235	EDm43
nm9423628	EDm43
nm9423412	EDm43
nm9425110	EDm44
nm9428153	EDm44
nm9427947	EDm46
nm9426504	EDm46
nm9425908	EDm55
nm9429702	EDm55
nm9428498	EDm55
nm9424215	EDm40
nm9429172	EDm40
nm9428551	EDm40
nm9427900	EDm40
nm9427047	EDm40
nm9429181	EDm40
nm9423088	EDm40
nm9424776	EDm40
nm9429744	EDm40
nm9423920	EDm58
nm9429636	EDm58
nm9425782	EDm58
nm9426740	EDm58
nm9424512	EDm58
nm9423537	EDm58
nm9426289	EdS50
nm9424575	EdS50
nm9426289	EdS60
nm9427833	EdS60
nm9427393	EdS60
nm9426289	EdS60
nm9426289	EdS70
nm9424833	EdS70
nm9426289	EdS75
nm9424833	EdS75
nm9429278	EdS75
nm9429145	EDW10
nm9425231	EDW10
nm9426846	EDW10
nm9425231	EDW13
nm9429145	EDW13
nm9428261	EDW13
nm9429254	EDW13
nm9426846	EDW14
nm9426182	EDW14
nm9426846	EDW22
nm9426182	EDW22
nm9429145	EDW22
nm9424944	EFo10
nm9424430	EFo10
nm9429721	EFo10
nm9423975	EFo10
nm9429231	EFo10
nm9426272	EFo10
nm9423429	EFo10
nm9425261	EG3
nm9425350	EG3
nm9426040	EG3
nm9424833	EG10
nm9427393	EG10
nm9424763	EG10
nm9428028	EG10
nm9429280	EG10
nm9423459	EG11
nm9424403	EG11
nm9423456	EG11
nm9423521	EG11
nm9425842	EG11
nm9429060	EG11
nm9425105	EG16
nm9428205	EG16
nm9427650	EG16
nm9424332	EG16
nm9424415	EG16
nm9425087	EG16
nm9424940	EG16
nm9424546	EG17
nm9423793	EG17
nm9423693	EG17
nm9428228	EG17
nm9425089	EG17
nm9429313	EG17
nm9429803	EG17
nm9427972	EG17
nm9425939	EG18
nm9423793	EG18
nm9423876	EG18
nm9424415	EG18
nm9425012	EG18
nm9424382	EG18
nm9428084	EG20
nm9429260	EG20
nm9423488	EG20
nm9427020	EG20
nm9429623	EG20
nm9429600	EG20
nm9426591	EG20
nm9426534	EG20
nm9427919	EG20
nm9423758	EG23
nm9425114	EG23
nm9428865	EG23
nm9427015	EG23
nm9424230	EG23
nm9429698	EG23
nm9426812	EG23
nm9428304	EG23
nm9427501	EG23
nm9426821	EG23
nm9427176	EG24
nm9429887	EG24
nm9424185	EG24
nm9425265	EG24
nm9425811	EG25
nm9427871	EG25
nm9428865	EG25
nm9425570	EG25
nm9426444	EG25
nm9427843	EG25
nm9428989	EG25
nm9428084	EG27
nm9423679	EG27
nm9426305	EG27
nm9429521	EG27
nm9425923	EG27
nm9427111	EG27
nm9425918	EG28
nm9424758	EG28
nm9424526	EG28
nm9424230	EG28
nm9427355	EG28
nm9429600	EG28
nm9425991	EG28
nm9428595	EGC10
nm9423226	EGC10
nm9426779	EgM10
nm9427061	EgM10
nm9429403	EgM10
nm9428603	EgM12
nm9426642	EgM12
nm9424468	EgM12
nm9426264	EGU1
nm9426846	EGU1
nm9426962	EGU1
nm9424048	EGU17
nm9427874	EGU17
nm9423311	EGU17
nm9423126	EGU40
nm9425087	EGU40
nm9425664	EHG15
nm9423315	EHG15
nm9425953	EHG15
nm9425941	EHG15
nm9425908	EHG15
nm9425976	EHG20
nm9425664	EHG20
nm9426835	EHG20
nm9425639	EHG20
nm9425272	EHG20
nm9428989	EHG20
nm9429094	EHG30
nm9429028	EHG30
nm9427303	EHG30
nm9427351	EHG30
nm9427218	EHG30
nm9424058	EHG38
nm9425349	EHG38
nm9423240	EHG38
nm9427820	EHG38
nm9423821	EHG38
nm9425908	EHG48
nm9425777	EHG48
nm9423549	EHG48
nm9423764	EHG48
nm9423853	EHG48
nm9423810	EHG48
nm9423310	EHG50
nm9426693	EHG50
nm9423549	EHG50
nm9428534	EHG50
nm9427902	EHG50
nm9425296	EHG50
nm9423682	EHG50
nm9426042	EHG50
nm9426448	EHG50
nm9429895	EHo10
nm9425799	EHo10
nm9424005	EJL10
nm9425277	EK1
nm9424820	EK1
nm9427176	EK1
nm9423679	EK1
nm9427664	EK1
nm9423157	EK1
nm9425628	EK1
nm9425337	EK2
nm9427002	EK2
nm9423229	EK3
nm9429851	EK3
nm9424229	EK3
nm9429729	EK3
nm9427929	EK4
nm9427176	EK4
nm9425269	EK4
nm9425918	EK4
nm9428294	EK4
nm9425750	EK4
nm9424610	EK4
nm9429851	EK4
nm9429048	EK4
nm9426112	EK4
nm9426767	EK4
nm9429702	EK5
nm9427848	EK5
nm9424758	EK5
nm9423527	EK5
nm9427485	EK5
nm9426668	EK6
nm9423779	EK6
nm9426034	EK6
nm9426946	EK6
nm9423779	EK7
nm9428153	EK7
nm9426989	EK7
nm9423779	EK9
nm9428551	EK9
nm9428975	EK9
nm9424229	EK9
nm9426946	EK9
nm9424934	EK9
nm9423400	EK9
nm9425573	EK9
nm9426117	EK9
nm9425810	EK9
nm9427962	EK9
nm9427070	EK10
nm9425692	EK10
nm9426091	EK10
nm9429413	EK10
nm9424610	EK10
nm9428879	EK10
nm9423486	EK10
nm9424012	EK10
nm9425779	EK10
nm9424134	EK10
nm9426946	EK11
nm9429535	EK11
nm9425527	EK12
nm9428282	EK12
nm9427086	EK12
nm9427578	EK12
nm9425169	EK12
nm9429821	EK14
nm9423502	EK14
nm9425880	EK14
nm9424172	EK14
nm9426771	EK14
nm9424639	EK14
nm9426769	EK14
nm9424693	EK14
nm9424755	EK15
nm9424811	EK15
nm9424634	EK18
nm9427635	EK18
nm9424465	EK18
nm9427362	EK18
nm9427429	EK18
nm9427303	EK18
nm9428037	EK18
nm9423229	EK18
nm9424048	EK18
nm9423779	EK20
nm9424647	EK20
nm9424811	EK20
nm9427586	EL19
nm9426125	EL19
nm9427586	EL21
nm9427811	EL29
nm9426125	EL31
nm9427586	EL31
nm9428643	EL31
nm9427811	EL32
nm9429497	EL33
nm9429497	EL34
nm9426125	EL34
nm9427586	EL36
nm9429629	EL36
nm9426125	EL37
nm9425723	EL37
nm9427586	EL38
nm9426125	EL39
nm9429629	EL39
nm9427586	EL40
nm9428007	EL41
nm9423683	EL42
nm9428104	EL42
nm9427244	EL42
nm9427586	EL44
nm9427244	EL44
nm9428962	EL44
nm9427117	EL46
nm9426881	EL46
nm9428321	EL46
nm9427689	EL48
nm9428751	EL48
nm9425842	EL48
nm9426125	EL49
nm9429060	EL49
nm9429468	EL49
nm9425639	EL49
nm9424160	EL51
nm9426886	EL51
nm9426553	EL51
nm9428478	EL51
nm9423541	EL51
nm9429362	EL51
nm9423872	EL51
nm9425675	EL51
nm9424148	EL52
nm9426979	EL52
nm9423744	EL52
nm9427697	EL52
nm9426253	EL52
nm9428081	EL52
nm9423827	EL52
nm9424059	EL52
nm9424160	EL52
nm9423292	EL52
nm9424329	EL52
nm9429841	EL52
nm9427044	EL52
nm9425176	EL52
nm9428432	EL52
nm9423882	EL53
nm9426886	EL53
nm9423182	EL53
nm9428028	EL53
nm9423541	EL53
nm9424160	EL54
nm9424242	EL54
nm9425939	EL54
nm9425922	EL55
nm9423459	EL55
nm9428028	EL55
nm9426747	EL55
nm9427025	EL55
nm9424819	EL55
nm9424160	EL56
nm9426886	EL56
nm9429275	EL56
nm9428495	EL56
nm9429888	EL56
nm9423418	EL56
nm9425939	EL57
nm9427020	EL57
nm9425176	EL57
nm9425953	EL57
nm9428495	EL57
nm9428869	EL57
nm9425513	EL57
nm9425953	EL57
nm9425939	EL60
nm9424329	EL60
nm9426979	EL60
nm9425953	EL60
nm9427859	EL60
nm9424160	EL61
nm9426886	EL61
nm9425953	EL61
nm9427257	EL61
nm9424688	EL62
nm9427020	EL62
nm9424756	EL62
nm9424242	EL63
nm9424329	EL63
nm9427650	EL63
nm9423631	EL63
nm9425953	EL63
nm9427902	EL63
nm9427859	EL63
nm9426069	EL63
nm9425261	EL64
nm9424756	EL64
nm9425462	EL64
nm9423797	EL64
nm9424185	EL64
nm9426846	EL64
nm9429028	EL65
nm9429094	EL65
nm9427439	EL65
nm9425585	EL65
nm9428628	EL65
nm9423797	EL65
nm9427098	EL65
nm9429308	EL65
nm9426783	EL65
nm9423570	EL67
nm9428938	EL67
nm9423797	EL67
nm9428341	EL67
nm9424799	EL67
nm9426957	EL67
nm9425889	EL67
nm9423191	EL68
nm9429260	EL68
nm9424406	EL68
nm9423935	EL68
nm9424230	EL68
nm9426219	EL68
nm9425735	EL68
nm9426937	EL68
nm9426203	EL69
nm9423758	EL69
nm9423181	EL69
nm9429124	ElB10
nm9425516	ElB10
nm9429667	ElB10
nm9426053	ELC2
nm9424005	ELC2
nm9423218	ELC195
nm9426975	ELC195
nm9427347	ELC200
nm9425766	ELC200
nm9423556	ELh1
nm9423647	ELh1
nm9425468	ELh1
nm9424206	ELh1
nm9426846	ELM2
nm9426962	ELM2
nm9427823	ELM15
nm9426765	ELM15
nm9426767	ELM15
nm9426385	ELM15
